,2 195153448 0
52956,230522 671868713 6
52957,231149 671868713 5
52958,231346 671868713 6
52959,238120 671868713 1
52960,240568 671868713 5
52961,245257 671868713 10
52962,249111 671868713 5
52963,251843 671868713 1
52964,257548 671868713 9
52965,505 679401377 8
52966,16795 679401377 7
52967,59160 679401377 9
52968,86189 679401377 7
52969,98277 679401377 6
52970,168338 679401377 7
52971,199416 679401377 6
52972,200891 679401377 4
52973,210959 679401377 8
52974,245963 679401377 1
52975,505 805056491 9
52976,9141 805056491 5
52977,11676 805056491 5
52978,20115 805056491 4
52979,35859 805056491 10
52980,36606 805056491 7
52981,39646 805056491 5
52982,41364 805056491 0
52983,44728 805056491 5
52984,57468 805056491 7
52985,59113 805056491 8
52986,60040 805056491 7
52987,66055 805056491 8
52988,77181 805056491 4
52989,79150 805056491 1
52990,85043 805056491 8
52991,109574 805056491 3
52992,110019 805056491 2
52993,115131 805056491 8
52994,127481 805056491 8
52995,131678 805056491 9
52996,170634 805056491 8
52997,170724 805056491 10
52998,171118 805056491 8
52999,209114 805056491 4
53000,209875 805056491 9
53001,219321 805056491 7
53002,225763 805056491 5
53003,240897 805056491 2
53004,241548 805056491 7
53005,245174 805056491 6
53006,251843 805056491 7
53007,255814 805056491 8
53008,266056 805056491 5
53009,274301 805056491 10
53010,505 816152446 7
53011,505 1562827049 8
53012,41084 1562827049 4
53013,78973 1562827049 7
53014,98356 1562827049 0
53015,136010 1562827049 9
53016,147847 1562827049 10
53017,154646 1562827049 8
53018,266226 1562827049 6
53019,274301 1562827049 10
53020,507 20427859 9
53021,3346 20427859 5
53022,9856 20427859 6
53023,13668 20427859 5
53024,36327 20427859 8
53025,36836 20427859 3
53026,43246 20427859 2
53027,55492 20427859 6
53028,60244 20427859 9
53029,60707 20427859 9
53030,76626 20427859 7
53031,78997 20427859 3
53032,100906 20427859 1
53033,109115 20427859 2
53034,125774 20427859 9
53035,146061 20427859 5
53036,162626 20427859 3
53037,165308 20427859 9
53038,165977 20427859 6
53039,166123 20427859 8
53040,201792 20427859 10
53041,203240 20427859 7
53042,204864 20427859 10
53043,205353 20427859 9
53044,205554 20427859 6
53045,234623 20427859 4
53046,237264 20427859 9
53047,252695 20427859 5
53048,254481 20427859 4
53049,261807 20427859 7
53050,275970 20427859 2
53051,507 60392452 8
53052,1903 60392452 4
53053,2179 60392452 9
53054,2766 60392452 7
53055,2891 60392452 10
53056,2977 60392452 3
53057,4157 60392452 8
53058,4334 60392452 6
53059,4795 60392452 8
53060,5048 60392452 10
53061,6251 60392452 10
53062,8782 60392452 6
53063,9579 60392452 10
53064,11676 60392452 6
53065,12835 60392452 4
53066,14768 60392452 4
53067,15408 60392452 7
53068,16634 60392452 8
53069,17003 60392452 10
53070,18356 60392452 2
53071,19145 60392452 8
53072,19664 60392452 8
53073,20032 60392452 2
53074,21014 60392452 8
53075,23571 60392452 10
53076,23768 60392452 1
53077,24186 60392452 9
53078,25131 60392452 9
53079,26883 60392452 7
53080,29570 60392452 8
53081,30590 60392452 9
53082,30711 60392452 0
53083,31395 60392452 4
53084,31556 60392452 8
53085,31919 60392452 7
53086,34588 60392452 9
53087,35704 60392452 10
53088,36570 60392452 3
53089,36606 60392452 5
53090,36907 60392452 10
53091,37185 60392452 7
53092,38056 60392452 8
53093,38281 60392452 6
53094,41395 60392452 10
53095,45476 60392452 3
53096,46520 60392452 10
53097,47268 60392452 8
53098,48644 60392452 8
53099,49422 60392452 6
53100,51883 60392452 8
53101,52917 60392452 1
53102,53229 60392452 0
53103,55375 60392452 0
53104,55985 60392452 9
53105,56447 60392452 7
53106,56856 60392452 8
53107,57599 60392452 8
53108,58458 60392452 0
53109,59559 60392452 5
53110,59971 60392452 5
53111,60244 60392452 8
53112,60337 60392452 8
53113,62966 60392452 10
53114,63643 60392452 5
53115,63956 60392452 8
53116,64796 60392452 4
53117,64903 60392452 8
53118,66323 60392452 7
53119,68256 60392452 5
53120,68984 60392452 6
53121,71102 60392452 7
53122,72964 60392452 10
53123,75591 60392452 10
53124,76530 60392452 10
53125,76626 60392452 2
53126,77181 60392452 6
53127,78834 60392452 5
53128,79441 60392452 9
53129,80203 60392452 8
53130,80223 60392452 9
53131,81088 60392452 4
53132,81977 60392452 6
53133,82407 60392452 0
53134,82831 60392452 1
53135,83287 60392452 5
53136,84174 60392452 10
53137,85757 60392452 7
53138,85872 60392452 7
53139,86049 60392452 10
53140,87555 60392452 10
53141,88283 60392452 10
53142,88733 60392452 8
53143,89339 60392452 6
53144,90784 60392452 10
53145,91203 60392452 6
53146,91576 60392452 9
53147,93034 60392452 9
53148,94347 60392452 6
53149,95173 60392452 9
53150,95359 60392452 10
53151,95864 60392452 6
53152,95907 60392452 7
53153,97874 60392452 10
53154,98654 60392452 10
53155,99146 60392452 7
53156,100009 60392452 8
53157,100459 60392452 9
53158,100832 60392452 2
53159,102029 60392452 9
53160,103484 60392452 7
53161,104532 60392452 8
53162,105374 60392452 9
53163,106007 60392452 10
53164,107382 60392452 6
53165,107984 60392452 5
53166,109783 60392452 8
53167,110912 60392452 10
53168,110973 60392452 10
53169,112083 60392452 1
53170,112755 60392452 6
53171,112765 60392452 8
53172,112881 60392452 2
53173,113817 60392452 5
53174,114813 60392452 8
53175,114868 60392452 8
53176,115162 60392452 9
53177,115490 60392452 1
53178,118228 60392452 10
53179,118881 60392452 10
53180,119671 60392452 5
53181,119725 60392452 8
53182,120765 60392452 9
53183,120908 60392452 3
53184,121532 60392452 5
53185,122440 60392452 8
53186,123501 60392452 6
53187,124224 60392452 5
53188,124363 60392452 2
53189,124732 60392452 4
53190,125411 60392452 6
53191,125774 60392452 6
53192,126167 60392452 5
53193,126604 60392452 8
53194,127250 60392452 8
53195,134434 60392452 7
53196,134529 60392452 7
53197,135037 60392452 6
53198,135703 60392452 9
53199,135833 60392452 3
53200,137434 60392452 10
53201,137437 60392452 1
53202,139359 60392452 7
53203,139598 60392452 3
53204,139968 60392452 0
53205,140000 60392452 0
53206,141445 60392452 10
53207,142524 60392452 8
53208,143497 60392452 8
53209,143792 60392452 5
53210,144255 60392452 8
53211,144315 60392452 2
53212,145161 60392452 8
53213,145641 60392452 8
53214,146113 60392452 6
53215,149231 60392452 3
53216,153892 60392452 10
53217,154014 60392452 8
53218,154070 60392452 8
53219,154663 60392452 7
53220,156021 60392452 9
53221,156150 60392452 0
53222,157273 60392452 9
53223,157811 60392452 1
53224,159440 60392452 9
53225,160571 60392452 4
53226,161899 60392452 7
53227,164323 60392452 8
53228,164641 60392452 10
53229,165435 60392452 9
53230,165452 60392452 7
53231,165770 60392452 3
53232,166545 60392452 10
53233,167761 60392452 10
53234,170166 60392452 5
53235,170227 60392452 9
53236,171818 60392452 10
53237,172742 60392452 10
53238,173679 60392452 8
53239,175133 60392452 8
53240,178199 60392452 7
53241,178534 60392452 8
53242,178668 60392452 9
53243,180042 60392452 9
53244,180917 60392452 0
53245,181691 60392452 4
53246,181879 60392452 0
53247,182334 60392452 10
53248,183641 60392452 5
53249,183664 60392452 0
53250,183753 60392452 7
53251,183995 60392452 10
53252,184661 60392452 1
53253,184684 60392452 7
53254,184777 60392452 8
53255,186927 60392452 9
53256,187277 60392452 8
53257,187762 60392452 5
53258,188598 60392452 9
53259,189855 60392452 9
53260,189996 60392452 8
53261,191638 60392452 2
53262,191766 60392452 9
53263,193645 60392452 8
53264,195079 60392452 8
53265,196884 60392452 10
53266,201017 60392452 7
53267,203649 60392452 10
53268,204072 60392452 2
53269,204276 60392452 4
53270,207924 60392452 9
53271,210959 60392452 6
53272,211430 60392452 5
53273,212109 60392452 10
53274,213494 60392452 8
53275,214263 60392452 1
53276,216437 60392452 10
53277,216444 60392452 5
53278,216609 60392452 5
53279,216724 60392452 10
53280,217396 60392452 9
53281,218068 60392452 5
53282,218276 60392452 8
53283,218568 60392452 6
53284,220240 60392452 0
53285,222296 60392452 7
53286,223087 60392452 3
53287,223607 60392452 3
53288,224349 60392452 3
53289,225763 60392452 5
53290,226745 60392452 3
53291,227796 60392452 10
53292,228206 60392452 10
53293,228789 60392452 0
53294,230522 60392452 7
53295,232030 60392452 9
53296,234623 60392452 10
53297,234828 60392452 10
53298,235429 60392452 2
53299,235569 60392452 10
53300,236058 60392452 1
53301,236587 60392452 6
53302,236860 60392452 10
53303,237748 60392452 0
53304,238120 60392452 3
53305,239801 60392452 1
53306,240370 60392452 8
53307,241239 60392452 0
53308,243065 60392452 10
53309,245410 60392452 8
53310,246036 60392452 2
53311,246324 60392452 9
53312,246798 60392452 4
53313,247829 60392452 9
53314,248755 60392452 8
53315,253771 60392452 5
53316,255697 60392452 8
53317,257761 60392452 8
53318,259057 60392452 8
53319,259626 60392452 10
53320,260135 60392452 8
53321,263325 60392452 9
53322,264655 60392452 5
53323,265193 60392452 9
53324,265751 60392452 8
53325,266056 60392452 3
53326,266358 60392452 7
53327,267572 60392452 8
53328,271538 60392452 6
53329,272202 60392452 9
53330,272715 60392452 4
53331,273086 60392452 4
53332,274004 60392452 9
53333,275970 60392452 3
53334,507 60558865 8
53335,42372 60558865 9
53336,44065 60558865 8
53337,73394 60558865 7
53338,77809 60558865 9
53339,85072 60558865 9
53340,123790 60558865 8
53341,127359 60558865 7
53342,136097 60558865 6
53343,153718 60558865 6
53344,156150 60558865 3
53345,216379 60558865 9
53346,223154 60558865 9
53347,227447 60558865 6
53348,229551 60558865 4
53349,507 60575808 4
53350,91342 60575808 2
53351,507 60934417 4
53352,1131 60934417 8
53353,6242 60934417 7
53354,6575 60934417 9
53355,6924 60934417 7
53356,7283 60934417 10
53357,7346 60934417 7
53358,7915 60934417 1
53359,9714 60934417 7
53360,10314 60934417 1
53361,10372 60934417 8
53362,10447 60934417 1
53363,11455 60934417 2
53364,11676 60934417 3
53365,12049 60934417 4
53366,12331 60934417 10
53367,14470 60934417 8
53368,15679 60934417 9
53369,16696 60934417 7
53370,16795 60934417 0
53371,16803 60934417 5
53372,17596 60934417 8
53373,17733 60934417 8
53374,17761 60934417 2
53375,19608 60934417 9
53376,19842 60934417 10
53377,20629 60934417 6
53378,21014 60934417 8
53379,22710 60934417 1
53380,23768 60934417 8
53381,23980 60934417 6
53382,24570 60934417 7
53383,27812 60934417 5
53384,28395 60934417 10
53385,29259 60934417 10
53386,29485 60934417 6
53387,29681 60934417 7
53388,29980 60934417 10
53389,30273 60934417 2
53390,30319 60934417 4
53391,31395 60934417 1
53392,31418 60934417 10
53393,32318 60934417 8
53394,35859 60934417 9
53395,36606 60934417 9
53396,37400 60934417 4
53397,37712 60934417 10
53398,38021 60934417 9
53399,38995 60934417 2
53400,39281 60934417 7
53401,39646 60934417 3
53402,40298 60934417 8
53403,41781 60934417 10
53404,42887 60934417 7
53405,43246 60934417 3
53406,43619 60934417 3
53407,43842 60934417 5
53408,44728 60934417 9
53409,45567 60934417 9
53410,45636 60934417 8
53411,49169 60934417 7
53412,50501 60934417 10
53413,51350 60934417 5
53414,51526 60934417 5
53415,52435 60934417 6
53416,53042 60934417 5
53417,53140 60934417 0
53418,54453 60934417 7
53419,55075 60934417 8
53420,55356 60934417 10
53421,55492 60934417 0
53422,56959 60934417 2
53423,57108 60934417 10
53424,59456 60934417 7
53425,61619 60934417 7
53426,64436 60934417 7
53427,64679 60934417 9
53428,64769 60934417 7
53429,65208 60934417 8
53430,66533 60934417 8
53431,66989 60934417 9
53432,67997 60934417 10
53433,68555 60934417 0
53434,69012 60934417 5
53435,69219 60934417 2
53436,69990 60934417 1
53437,70402 60934417 10
53438,70595 60934417 1
53439,71465 60934417 9
53440,74691 60934417 7
53441,75149 60934417 6
53442,75498 60934417 9
53443,76352 60934417 6
53444,76942 60934417 4
53445,77003 60934417 9
53446,77181 60934417 8
53447,77860 60934417 10
53448,78783 60934417 6
53449,80538 60934417 2
53450,81771 60934417 6
53451,81977 60934417 4
53452,83069 60934417 4
53453,84135 60934417 8
53454,84523 60934417 8
53455,84897 60934417 8
53456,85204 60934417 8
53457,85526 60934417 4
53458,85757 60934417 6
53459,86202 60934417 8
53460,86643 60934417 9
53461,89602 60934417 7
53462,91832 60934417 10
53463,91931 60934417 4
53464,92724 60934417 9
53465,94362 60934417 8
53466,94484 60934417 2
53467,95250 60934417 1
53468,95359 60934417 9
53469,96422 60934417 3
53470,98787 60934417 9
53471,100448 60934417 0
53472,100648 60934417 9
53473,101305 60934417 8
53474,101876 60934417 10
53475,102032 60934417 10
53476,102967 60934417 2
53477,103336 60934417 4
53478,103550 60934417 10
53479,104413 60934417 9
53480,105979 60934417 1
53481,108005 60934417 5
53482,108535 60934417 9
53483,109072 60934417 3
53484,109151 60934417 4
53485,110361 60934417 7
53486,110817 60934417 8
53487,110973 60934417 10
53488,112672 60934417 9
53489,113270 60934417 10
53490,114414 60934417 2
53491,114988 60934417 0
53492,115120 60934417 0
53493,115490 60934417 10
53494,116209 60934417 8
53495,116391 60934417 4
53496,116428 60934417 8
53497,116511 60934417 0
53498,118314 60934417 6
53499,119566 60934417 7
53500,119785 60934417 8
53501,120163 60934417 7
53502,120754 60934417 7
53503,120908 60934417 9
53504,121093 60934417 7
53505,121166 60934417 8
53506,122429 60934417 7
53507,122801 60934417 9
53508,123790 60934417 3
53509,124363 60934417 9
53510,125411 60934417 10
53511,125878 60934417 10
53512,126044 60934417 9
53513,127564 60934417 9
53514,127826 60934417 9
53515,128325 60934417 3
53516,128696 60934417 6
53517,129084 60934417 4
53518,129190 60934417 0
53519,129458 60934417 10
53520,129465 60934417 6
53521,129655 60934417 8
53522,130215 60934417 9
53523,130571 60934417 9
53524,131402 60934417 8
53525,132083 60934417 0
53526,132373 60934417 7
53527,132375 60934417 8
53528,133571 60934417 9
53529,135045 60934417 10
53530,135458 60934417 9
53531,135831 60934417 0
53532,136958 60934417 2
53533,137584 60934417 6
53534,137589 60934417 3
53535,138198 60934417 9
53536,139359 60934417 10
53537,139378 60934417 10
53538,140000 60934417 9
53539,141066 60934417 7
53540,141437 60934417 9
53541,141710 60934417 9
53542,143011 60934417 8
53543,143175 60934417 3
53544,143792 60934417 4
53545,145641 60934417 4
53546,147396 60934417 4
53547,148030 60934417 10
53548,148502 60934417 8
53549,148744 60934417 8
53550,148934 60934417 6
53551,149084 60934417 8
53552,149690 60934417 1
53553,150979 60934417 9
53554,151589 60934417 10
53555,152309 60934417 8
53556,152642 60934417 5
53557,152938 60934417 7
53558,152946 60934417 9
53559,153513 60934417 0
53560,154064 60934417 10
53561,154345 60934417 8
53562,154690 60934417 2
53563,155147 60934417 7
53564,155450 60934417 5
53565,155778 60934417 10
53566,156150 60934417 4
53567,157467 60934417 10
53568,157997 60934417 1
53569,158746 60934417 7
53570,159137 60934417 9
53571,160571 60934417 9
53572,160819 60934417 9
53573,163061 60934417 5
53574,165308 60934417 5
53575,168144 60934417 10
53576,168934 60934417 5
53577,168954 60934417 6
53578,170493 60934417 7
53579,170558 60934417 4
53580,171818 60934417 9
53581,171970 60934417 0
53582,172742 60934417 0
53583,173244 60934417 7
53584,173415 60934417 10
53585,173951 60934417 7
53586,174092 60934417 4
53587,174304 60934417 2
53588,175052 60934417 8
53589,176523 60934417 8
53590,176887 60934417 7
53591,177090 60934417 6
53592,177295 60934417 5
53593,180651 60934417 8
53594,181687 60934417 7
53595,182085 60934417 6
53596,183670 60934417 10
53597,184483 60934417 6
53598,187145 60934417 5
53599,188659 60934417 4
53600,190374 60934417 8
53601,190741 60934417 10
53602,191173 60934417 10
53603,191604 60934417 10
53604,192375 60934417 5
53605,195904 60934417 8
53606,196776 60934417 5
53607,197669 60934417 2
53608,197759 60934417 8
53609,197828 60934417 8
53610,198207 60934417 8
53611,198623 60934417 8
53612,198856 60934417 8
53613,200847 60934417 8
53614,201147 60934417 10
53615,202257 60934417 3
53616,202277 60934417 2
53617,203582 60934417 4
53618,203621 60934417 0
53619,204474 60934417 1
53620,204864 60934417 0
53621,205443 60934417 9
53622,205502 60934417 8
53623,206534 60934417 9
53624,208064 60934417 1
53625,208141 60934417 9
53626,208415 60934417 5
53627,208482 60934417 8
53628,210317 60934417 5
53629,211430 60934417 9
53630,212923 60934417 10
53631,213126 60934417 1
53632,215040 60934417 6
53633,217121 60934417 10
53634,218497 60934417 8
53635,218703 60934417 1
53636,219035 60934417 7
53637,221445 60934417 5
53638,222207 60934417 8
53639,223087 60934417 5
53640,223954 60934417 9
53641,224349 60934417 4
53642,224563 60934417 7
53643,224764 60934417 5
53644,225618 60934417 7
53645,225763 60934417 10
53646,227447 60934417 10
53647,228223 60934417 8
53648,230699 60934417 10
53649,231237 60934417 10
53650,232131 60934417 9
53651,232959 60934417 4
53652,236757 60934417 9
53653,237411 60934417 8
53654,238120 60934417 10
53655,238526 60934417 6
53656,239594 60934417 9
53657,239655 60934417 6
53658,240267 60934417 10
53659,240643 60934417 2
53660,242381 60934417 7
53661,244171 60934417 6
53662,244359 60934417 6
53663,246507 60934417 9
53664,246634 60934417 10
53665,247166 60934417 8
53666,248003 60934417 9
53667,248821 60934417 10
53668,251164 60934417 7
53669,251423 60934417 8
53670,251811 60934417 10
53671,251947 60934417 7
53672,252038 60934417 2
53673,252172 60934417 7
53674,252695 60934417 7
53675,253106 60934417 9
53676,255489 60934417 9
53677,256264 60934417 3
53678,259629 60934417 5
53679,260099 60934417 4
53680,260108 60934417 7
53681,263325 60934417 0
53682,263872 60934417 10
53683,264317 60934417 4
53684,264657 60934417 6
53685,265761 60934417 4
53686,267033 60934417 8
53687,267759 60934417 9
53688,269438 60934417 9
53689,269905 60934417 7
53690,270801 60934417 5
53691,271705 60934417 6
53692,273086 60934417 6
53693,273979 60934417 9
53694,274004 60934417 8
53695,274363 60934417 5
53696,274414 60934417 4
53697,275638 60934417 5
53698,276328 60934417 10
53699,277427 60934417 0
53700,277937 60934417 9
53701,507 60938455 10
53702,5439 60938455 9
53703,6102 60938455 8
53704,6251 60938455 3
53705,6575 60938455 8
53706,7210 60938455 8
53707,7620 60938455 5
53708,8188 60938455 9
53709,8782 60938455 9
53710,9340 60938455 9
53711,10819 60938455 1
53712,11601 60938455 10
53713,11676 60938455 10
53714,14423 60938455 9
53715,17003 60938455 10
53716,17122 60938455 8
53717,17282 60938455 0
53718,19874 60938455 9
53719,20347 60938455 1
53720,22504 60938455 9
53721,22873 60938455 9
53722,23768 60938455 1
53723,24182 60938455 7
53724,24838 60938455 10
53725,25216 60938455 5
53726,25601 60938455 6
53727,26084 60938455 9
53728,26616 60938455 10
53729,27812 60938455 10
53730,28255 60938455 4
53731,30081 60938455 10
53732,30261 60938455 6
53733,30487 60938455 7
53734,30716 60938455 5
53735,31008 60938455 8
53736,33185 60938455 8
53737,33816 60938455 9
53738,34726 60938455 8
53739,35859 60938455 6
53740,35918 60938455 9
53741,36299 60938455 5
53742,36715 60938455 5
53743,36724 60938455 2
53744,37400 60938455 1
53745,37556 60938455 8
53746,37712 60938455 5
53747,39814 60938455 9
53748,40222 60938455 10
53749,40497 60938455 10
53750,40914 60938455 0
53751,41395 60938455 5
53752,42703 60938455 9
53753,42714 60938455 6
53754,43560 60938455 10
53755,44985 60938455 10
53756,48046 60938455 8
53757,48385 60938455 9
53758,51883 60938455 6
53759,53278 60938455 3
53760,54218 60938455 1
53761,54997 60938455 10
53762,55178 60938455 10
53763,55548 60938455 8
53764,56447 60938455 7
53765,57262 60938455 10
53766,57599 60938455 7
53767,57884 60938455 8
53768,58674 60938455 3
53769,59297 60938455 10
53770,59971 60938455 9
53771,60799 60938455 9
53772,61257 60938455 8
53773,63575 60938455 8
53774,64436 60938455 3
53775,66811 60938455 5
53776,66942 60938455 10
53777,67710 60938455 1
53778,69078 60938455 8
53779,71470 60938455 6
53780,73189 60938455 8
53781,73394 60938455 10
53782,73744 60938455 8
53783,74833 60938455 4
53784,75591 60938455 10
53785,75671 60938455 9
53786,76626 60938455 0
53787,78286 60938455 9
53788,78783 60938455 1
53789,80555 60938455 3
53790,80820 60938455 1
53791,81368 60938455 3
53792,81456 60938455 10
53793,81977 60938455 0
53794,82052 60938455 6
53795,82795 60938455 0
53796,83239 60938455 10
53797,84523 60938455 6
53798,85426 60938455 5
53799,85526 60938455 2
53800,86392 60938455 10
53801,86835 60938455 10
53802,86959 60938455 0
53803,87555 60938455 10
53804,87712 60938455 2
53805,87964 60938455 8
53806,88733 60938455 9
53807,89047 60938455 8
53808,91071 60938455 8
53809,92728 60938455 6
53810,92798 60938455 8
53811,92861 60938455 0
53812,94494 60938455 7
53813,96521 60938455 10
53814,97621 60938455 10
53815,97874 60938455 9
53816,98741 60938455 0
53817,98787 60938455 0
53818,99281 60938455 9
53819,99508 60938455 10
53820,102642 60938455 7
53821,102967 60938455 0
53822,103410 60938455 8
53823,104636 60938455 6
53824,104657 60938455 1
53825,105374 60938455 9
53826,105572 60938455 9
53827,105937 60938455 3
53828,106946 60938455 9
53829,108155 60938455 4
53830,108392 60938455 4
53831,110029 60938455 9
53832,111828 60938455 7
53833,112272 60938455 9
53834,114178 60938455 5
53835,114446 60938455 8
53836,114868 60938455 9
53837,115572 60938455 3
53838,117162 60938455 8
53839,117700 60938455 9
53840,117873 60938455 8
53841,118489 60938455 7
53842,121251 60938455 8
53843,121407 60938455 4
53844,122801 60938455 7
53845,124310 60938455 1
53846,124322 60938455 5
53847,124732 60938455 9
53848,125203 60938455 6
53849,125514 60938455 6
53850,125734 60938455 3
53851,125878 60938455 7
53852,126388 60938455 8
53853,126604 60938455 10
53854,126609 60938455 4
53855,127049 60938455 8
53856,127429 60938455 3
53857,127921 60938455 7
53858,130571 60938455 6
53859,134403 60938455 9
53860,135902 60938455 10
53861,137620 60938455 10
53862,138844 60938455 4
53863,139359 60938455 10
53864,139827 60938455 1
53865,140000 60938455 0
53866,141710 60938455 7
53867,142093 60938455 9
53868,142623 60938455 2
53869,143792 60938455 5
53870,143909 60938455 0
53871,145161 60938455 7
53872,145992 60938455 8
53873,147141 60938455 5
53874,147451 60938455 8
53875,148239 60938455 8
53876,148258 60938455 10
53877,148605 60938455 10
53878,149908 60938455 8
53879,151139 60938455 3
53880,153158 60938455 8
53881,154992 60938455 5
53882,156150 60938455 8
53883,156432 60938455 10
53884,157273 60938455 2
53885,159614 60938455 2
53886,160295 60938455 6
53887,160558 60938455 10
53888,161476 60938455 6
53889,162014 60938455 10
53890,162538 60938455 5
53891,164926 60938455 3
53892,165319 60938455 6
53893,166596 60938455 5
53894,168816 60938455 10
53895,170227 60938455 10
53896,170513 60938455 9
53897,173517 60938455 8
53898,174428 60938455 5
53899,174501 60938455 10
53900,174596 60938455 8
53901,174881 60938455 10
53902,178667 60938455 7
53903,178920 60938455 10
53904,179327 60938455 8
53905,179532 60938455 8
53906,180405 60938455 6
53907,180651 60938455 7
53908,183729 60938455 10
53909,183883 60938455 4
53910,184299 60938455 1
53911,185384 60938455 7
53912,186112 60938455 0
53913,187145 60938455 0
53914,187244 60938455 9
53915,187445 60938455 0
53916,187613 60938455 9
53917,188010 60938455 8
53918,188483 60938455 8
53919,189080 60938455 4
53920,190844 60938455 7
53921,191881 60938455 10
53922,192007 60938455 10
53923,192095 60938455 8
53924,192119 60938455 8
53925,195116 60938455 1
53926,195694 60938455 2
53927,196077 60938455 5
53928,196502 60938455 8
53929,198055 60938455 2
53930,200590 60938455 9
53931,202669 60938455 9
53932,203973 60938455 9
53933,204359 60938455 6
53934,204474 60938455 10
53935,205843 60938455 0
53936,207246 60938455 8
53937,208568 60938455 7
53938,208907 60938455 10
53939,209229 60938455 9
53940,210485 60938455 9
53941,211894 60938455 10
53942,212329 60938455 9
53943,213119 60938455 9
53944,214631 60938455 8
53945,217121 60938455 8
53946,218068 60938455 4
53947,218552 60938455 7
53948,220688 60938455 10
53949,221650 60938455 8
53950,222035 60938455 7
53951,224349 60938455 3
53952,224430 60938455 7
53953,224646 60938455 7
53954,226491 60938455 3
53955,227387 60938455 8
53956,227447 60938455 10
53957,227925 60938455 10
53958,232601 60938455 0
53959,233853 60938455 5
53960,234765 60938455 3
53961,235105 60938455 3
53962,235812 60938455 3
53963,236058 60938455 5
53964,236943 60938455 9
53965,237486 60938455 2
53966,237748 60938455 6
53967,238120 60938455 5
53968,238630 60938455 10
53969,239054 60938455 8
53970,239279 60938455 8
53971,239708 60938455 2
53972,240370 60938455 9
53973,240401 60938455 10
53974,241614 60938455 10
53975,242299 60938455 9
53976,243360 60938455 9
53977,244286 60938455 8
53978,244714 60938455 10
53979,245851 60938455 9
53980,246156 60938455 2
53981,246513 60938455 9
53982,247829 60938455 8
53983,248170 60938455 9
53984,249894 60938455 8
53985,250478 60938455 7
53986,250925 60938455 10
53987,251864 60938455 8
53988,251947 60938455 8
53989,252055 60938455 5
53990,252579 60938455 0
53991,252820 60938455 2
53992,254690 60938455 2
53993,258152 60938455 8
53994,258534 60938455 8
53995,259626 60938455 7
53996,260541 60938455 0
53997,261724 60938455 1
53998,262569 60938455 3
53999,263163 60938455 7
54000,263541 60938455 7
54001,264107 60938455 2
54002,265083 60938455 9
54003,265313 60938455 7
54004,265553 60938455 0
54005,265753 60938455 8
54006,266697 60938455 10
54007,266753 60938455 9
54008,266865 60938455 10
54009,267447 60938455 10
54010,267572 60938455 8
54011,269905 60938455 10
54012,270713 60938455 2
54013,271448 60938455 2
54014,271705 60938455 6
54015,272077 60938455 4
54016,272357 60938455 2
54017,272786 60938455 5
54018,274004 60938455 10
54019,275281 60938455 3
54020,275638 60938455 6
54021,276681 60938455 9
54022,507 61094560 10
54023,48025 61094560 8
54024,70222 61094560 3
54025,73394 61094560 1
54026,80810 61094560 0
54027,85701 61094560 9
54028,141958 61094560 10
54029,147847 61094560 0
54030,175003 61094560 0
54031,180651 61094560 9
54032,189558 61094560 8
54033,238889 61094560 5
54034,507 61096091 5
54035,56856 61096091 7
54036,73394 61096091 6
54037,111747 61096091 8
54038,120598 61096091 4
54039,188589 61096091 0
54040,212898 61096091 9
54041,216444 61096091 7
54042,274325 61096091 9
54043,507 64400026 5
54044,8245 64400026 8
54045,8250 64400026 9
54046,11993 64400026 8
54047,20115 64400026 8
54048,20313 64400026 7
54049,21014 64400026 10
54050,24194 64400026 8
54051,31103 64400026 10
54052,31315 64400026 8
54053,31883 64400026 10
54054,35857 64400026 3
54055,44925 64400026 10
54056,47128 64400026 0
54057,47320 64400026 8
54058,49109 64400026 6
54059,49889 64400026 0
54060,51350 64400026 8
54061,51634 64400026 9
54062,70594 64400026 8
54063,74836 64400026 3
54064,82171 64400026 5
54065,82831 64400026 0
54066,100906 64400026 9
54067,101876 64400026 9
54068,104636 64400026 10
54069,107301 64400026 7
54070,110934 64400026 9
54071,110973 64400026 7
54072,114197 64400026 3
54073,114368 64400026 5
54074,114868 64400026 10
54075,115120 64400026 9
54076,115490 64400026 0
54077,138073 64400026 2
54078,145369 64400026 9
54079,148157 64400026 10
54080,148754 64400026 9
54081,151098 64400026 4
54082,152186 64400026 10
54083,162380 64400026 8
54084,164675 64400026 3
54085,165308 64400026 3
54086,185384 64400026 1
54087,189497 64400026 8
54088,198711 64400026 0
54089,206675 64400026 1
54090,211961 64400026 10
54091,221422 64400026 5
54092,230496 64400026 6
54093,230522 64400026 9
54094,231210 64400026 8
54095,232583 64400026 5
54096,234023 64400026 5
54097,234623 64400026 3
54098,238065 64400026 5
54099,238961 64400026 0
54100,245371 64400026 5
54101,255218 64400026 10
54102,264397 64400026 2
54103,264756 64400026 7
54104,269157 64400026 8
54105,269404 64400026 9
54106,269566 64400026 6
54107,273321 64400026 9
54108,507 140230165 7
54109,19220 140230165 4
54110,30594 140230165 7
54111,43157 140230165 10
54112,43486 140230165 7
54113,55492 140230165 3
54114,64946 140230165 3
54115,68320 140230165 9
54116,89602 140230165 6
54117,93364 140230165 7
54118,93629 140230165 1
54119,101851 140230165 10
54120,103174 140230165 10
54121,106225 140230165 1
